Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2018010092131,1,1,1,2,47,8,3,0,0,0,0,0,9,1,7
2018010092132,1,1,1,1,47,8,3,0,0,0,0,0,3,1,2
2018010092132,4,2,1,2,24,5,3,0,0,0,0,0,3,1,2
2018010092136,1,1,1,1,29,6,3,0,0,0,0,0,3,1,2
2018010092138,1,1,3,2,8,2,3,5,4,0,0,2,0,1,7
2018010092139,1,1,3,1,47,8,3,5,2,0,0,2,0,1,1
2018010092139,1,2,3,1,49,8,3,5,2,0,0,2,0,1,1
2018010092140,2,1,1,1,27,6,3,0,0,0,0,0,1,1,2
2018010092142,1,1,3,1,38,7,3,9,9,0,0,2,0,1,2
2018010092145,1,1,1,2,62,9,3,0,0,0,0,0,9,-1,-1
2018010092145,1,2,2,2,12,3,3,0,0,-1,0,0,9,-1,-1
2018010092150,1,1,1,1,41,7,3,0,0,0,0,0,19,1,4
2018010092160,1,1,1,1,62,9,3,0,0,0,0,0,11,1,3
2018010092165,2,1,1,1,35,6,3,0,0,0,0,0,1,1,3
2018010092167,1,1,1,1,22,5,3,0,0,0,0,0,9,1,2
2018010092167,1,2,2,2,21,5,3,0,0,1,0,0,9,1,2
2018010092167,1,3,2,1,20,4,3,0,0,2,0,0,9,1,5
2018010092167,2,4,1,1,24,5,3,0,0,0,0,0,9,1,2
2018010092167,2,5,2,1,38,7,3,0,0,1,0,0,9,1,5
2018010092167,2,6,2,1,21,5,3,0,0,2,0,0,9,1,3
2018010092167,2,7,2,1,0,1,3,0,0,2,0,0,9,1,3
2018010092168,1,1,1,1,32,6,3,0,0,0,0,0,1,1,3
2018010092169,1,1,3,1,13,3,3,1,1,0,0,2,0,-1,-1
2018010092171,1,1,1,1,38,7,3,0,0,0,0,0,1,1,2
2018010092173,1,1,1,1,49,8,3,0,0,0,0,0,9,1,2
2018010092176,2,1,1,2,32,6,3,0,0,0,0,0,3,1,3
2018010092177,1,1,1,1,31,6,3,0,0,0,0,0,9,1,4
2018010092186,1,1,3,1,59,9,2,9,6,0,0,2,0,1,7
2018010092187,2,1,1,1,33,6,3,0,0,0,0,0,4,1,4
2018010092189,1,1,3,1,33,6,3,5,1,0,0,2,0,1,6
2018010092191,2,1,2,1,16,4,3,0,0,1,0,0,9,1,9
2018010092193,1,1,1,1,43,7,3,0,0,0,0,0,8,1,3
2018010092193,2,2,2,2,22,5,3,0,0,2,0,0,8,1,10
2018010092194,1,1,1,1,18,4,3,0,0,0,0,0,3,1,4
2018010092195,1,1,3,1,37,7,3,5,1,0,0,2,0,1,3
2018010092196,1,1,1,1,25,5,3,0,0,0,0,0,5,2,9
2018010092197,2,1,1,2,74,10,3,0,0,0,0,0,9,1,6
2018010092200,2,1,1,1,35,6,3,0,0,0,0,0,5,1,3
2018010092204,1,1,3,2,33,6,3,2,1,0,0,2,0,1,3
2018010092205,1,1,3,1,59,9,3,5,9,0,0,2,0,1,3
2018010092206,2,1,1,1,65,9,3,0,0,0,0,0,5,1,2
2018010092207,1,1,2,2,48,8,3,0,0,0,4,0,11,1,3
2018010092208,1,1,3,1,48,8,3,10,9,0,0,2,0,1,5
2018010092209,2,1,2,1,17,4,3,0,0,1,0,0,9,1,1
2018010092209,2,2,2,1,14,3,3,0,0,2,0,0,9,1,1
2018010092214,1,1,3,2,14,3,2,5,3,0,0,2,0,1,3
2018010092216,1,1,1,1,21,5,2,0,0,0,0,0,2,1,1
2018010092220,2,1,1,1,20,4,3,0,0,0,0,0,3,1,4
2018010092221,1,1,2,1,50,8,3,0,0,0,4,0,11,1,4
2018010092222,1,1,1,1,33,6,3,0,0,0,0,0,9,1,2
2018010092228,1,1,3,1,56,9,2,5,1,0,0,2,0,1,6
2018010092230,2,1,1,1,19,4,3,0,0,0,0,0,3,1,2
2018010092231,2,1,1,1,36,7,2,0,0,0,0,0,5,1,7
2018010092234,1,1,3,2,27,6,2,1,3,0,0,2,0,1,3
2018010092234,1,2,3,2,27,6,3,1,9,0,0,2,0,1,3
2018010092235,1,1,1,1,19,4,3,0,0,0,0,0,9,1,4
2018010092235,1,2,2,1,18,4,3,0,0,1,0,0,9,1,8
2018010092235,2,3,1,2,23,5,3,0,0,0,0,0,9,1,4
2018010092238,1,1,3,2,21,5,3,5,1,0,0,2,0,1,1
2018010092241,1,1,1,2,40,7,3,0,0,0,0,0,9,1,4
2018010092242,1,1,2,2,44,7,3,0,0,0,3,0,11,1,4
2018010092248,1,1,1,1,33,6,3,0,0,0,0,0,9,1,6
2018010092249,1,1,2,1,38,7,3,0,0,0,4,0,11,1,8
2018010092251,1,1,1,1,31,6,3,0,0,0,0,0,9,1,2
2018010092259,1,1,1,1,39,7,3,0,0,0,0,0,8,1,2
2018010092260,1,1,1,1,33,6,3,0,0,0,0,0,1,1,8
2018010092265,1,1,3,1,26,6,2,5,1,0,0,2,0,1,4
2018010092272,1,1,1,1,24,5,3,0,0,0,0,0,9,1,1
2018010092277,1,1,1,1,20,4,3,0,0,0,0,0,9,1,2
2018010092277,2,2,1,2,35,6,3,0,0,0,0,0,9,1,1
2018010092278,1,1,1,2,27,6,3,0,0,0,0,0,1,1,6
2018010092279,2,1,1,1,18,4,3,0,0,0,0,0,2,1,5
2018010092294,2,1,1,1,26,6,3,0,0,0,0,0,9,1,6
2018010092294,2,2,2,2,20,4,3,0,0,1,0,0,9,1,6
2018010092296,1,1,3,2,35,6,3,6,9,0,0,2,0,1,3
2018010092298,1,1,3,2,17,4,3,5,1,0,0,2,0,1,8
2018010092301,3,1,1,1,16,4,3,0,0,0,0,0,2,1,6
2018010092302,1,1,1,2,26,6,3,0,0,0,0,0,9,1,2
2018010092302,1,2,2,2,48,8,3,0,0,1,0,0,9,1,4
2018010092303,2,1,1,1,33,6,3,0,0,0,0,0,9,1,2
2018010092304,1,1,1,1,23,5,3,0,0,0,0,0,9,1,2
2018010092304,2,2,1,1,23,5,2,0,0,0,0,0,8,1,4
2018010092305,2,1,1,1,36,7,3,0,0,0,0,0,3,1,5
2018010092306,1,1,1,2,31,6,3,0,0,0,0,0,9,1,5
2018010092308,1,1,1,2,49,8,3,0,0,0,0,0,9,1,3
2018010092308,1,2,2,1,6,2,3,0,0,1,0,0,9,1,4
2018010092310,1,1,1,1,37,7,3,0,0,0,0,0,3,1,4
2018010092311,1,1,3,1,29,6,3,5,1,0,0,2,0,1,3
2018010092312,1,1,3,1,44,7,3,10,9,0,0,2,0,1,3
2018010092314,1,1,3,1,19,4,3,8,7,0,0,2,0,1,2
2018010092315,1,1,1,1,85,11,3,0,0,0,0,0,9,1,4
2018010092316,1,1,2,2,4,1,3,0,0,0,4,0,11,1,2
2018010092317,1,1,1,1,45,7,3,0,0,0,0,0,9,1,4
2018010092318,2,1,1,2,36,7,2,0,0,0,0,0,1,1,5
2018010092319,1,1,1,1,45,7,3,0,0,0,0,0,1,1,2
2018010092321,1,1,2,2,35,6,3,0,0,-1,0,0,8,1,5
2018010092322,2,1,1,1,40,7,3,0,0,0,0,0,9,1,6
2018010092323,2,1,2,2,59,9,3,0,0,0,0,0,19,1,6
2018010092325,1,1,3,1,53,8,3,5,3,0,0,2,0,1,3
2018010092330,2,1,1,2,30,6,3,0,0,0,0,0,1,1,3
2018010092338,1,1,1,1,27,6,3,0,0,0,0,0,11,1,1
2018010092342,1,1,1,2,30,6,3,0,0,0,0,0,9,1,4
2018010092345,2,1,1,1,20,4,3,0,0,0,0,0,4,1,4
2018010092349,2,1,1,1,30,6,3,0,0,0,0,0,2,1,4
2018010092353,1,1,1,1,43,7,3,0,0,0,0,0,8,1,3
2018010092354,1,1,3,1,13,3,3,6,9,0,0,2,0,1,3
2018010092354,1,2,3,1,13,3,3,6,9,0,0,2,0,1,9
2018010092355,1,1,1,1,43,7,3,0,0,0,0,0,9,1,3
2018010092359,1,1,3,2,28,6,3,10,9,0,0,2,0,1,1
2018010092360,1,1,3,2,48,8,3,10,1,0,0,2,0,1,7
2018010092361,1,1,3,1,46,8,3,1,4,0,0,2,0,1,1
2018010092363,1,1,2,1,3,1,3,0,0,0,3,0,11,1,3
2018010092368,1,1,1,1,23,5,3,0,0,0,0,0,9,1,3
2018010092369,1,1,2,1,15,3,3,0,0,0,3,0,11,1,2
2018010092373,1,1,1,2,55,8,3,0,0,0,0,0,9,1,4
2018010092375,1,1,3,2,22,5,3,9,5,0,0,2,0,1,3
2018010092380,1,1,3,2,51,8,3,4,1,0,0,2,0,1,8
2018010092382,1,1,3,1,35,6,3,5,1,0,0,2,0,1,4
2018010092384,1,1,3,1,17,4,3,5,1,0,0,2,0,1,6
2018010092385,2,1,1,1,23,5,3,0,0,0,0,0,3,1,2
2018010092386,1,1,1,2,32,6,3,0,0,0,0,0,1,1,1
2018010092389,2,1,1,1,17,4,3,0,0,0,0,0,4,1,5
2018010092390,1,1,1,1,27,6,3,0,0,0,0,0,9,1,4
2018010092390,1,2,2,2,-1,-1,3,0,0,2,0,0,9,1,4
2018010092393,2,1,2,2,37,7,3,0,0,0,4,0,11,1,4
2018010092396,2,1,1,1,36,7,3,0,0,0,0,0,4,1,1
2018010092398,1,1,1,2,44,7,3,0,0,0,0,0,9,1,4
2018010092398,1,2,2,2,16,4,3,0,0,1,0,0,9,1,4
2018010092399,1,1,1,1,46,8,3,0,0,0,0,0,8,1,4
2018010092402,1,1,1,2,31,6,3,0,0,0,0,0,9,1,1
2018010092402,1,2,2,2,32,6,3,0,0,2,0,0,9,1,5
2018010092403,1,1,1,2,29,6,3,0,0,0,0,0,9,1,2
2018010092404,2,1,1,1,26,6,2,0,0,0,0,0,4,2,10
2018010092407,2,1,1,1,26,6,3,0,0,0,0,0,3,1,2
2018010092408,2,1,2,2,42,7,3,0,0,1,0,0,9,1,4
2018010092409,1,1,3,1,5,1,3,8,2,0,0,2,0,1,4
2018010092412,1,1,1,2,26,6,3,0,0,0,0,0,9,1,2
2018010092420,1,1,2,2,0,1,3,0,0,0,4,0,11,1,4
2018010092423,1,1,3,2,21,5,3,4,1,0,0,2,0,1,2
2018010092428,1,1,1,1,26,6,3,0,0,0,0,0,3,1,2
2018010092429,1,1,3,2,-1,-1,3,10,9,0,0,2,0,1,4
2018010092434,1,1,1,1,23,5,3,0,0,0,0,0,9,3,4
2018010092438,2,1,1,1,25,5,3,0,0,0,0,0,9,1,2
2018010092440,1,1,1,1,26,6,3,0,0,0,0,0,9,-1,-1
2018010092440,2,2,1,1,61,9,3,0,0,0,0,0,9,-1,-1
2018010092440,2,3,2,2,85,11,3,0,0,1,0,0,9,1,10
2018010092440,2,4,2,2,52,8,3,0,0,2,0,0,9,1,8
2018010092440,3,5,1,1,72,10,3,0,0,0,0,0,9,-1,-1
2018010092440,4,6,1,1,58,9,3,0,0,0,0,0,8,1,3
2018010092450,1,1,1,1,37,7,3,0,0,0,0,0,1,1,10
2018010092455,1,1,1,2,26,6,3,0,0,0,0,0,1,1,5
2018010092456,2,1,1,1,36,7,3,0,0,0,0,0,1,1,5
2018010092457,1,1,1,1,23,5,3,0,0,0,0,0,3,1,7
2018010092459,1,1,1,2,59,9,3,0,0,0,0,0,9,1,2
2018010092459,2,2,2,2,-1,-1,3,0,0,1,0,0,9,1,2
2018010092461,1,1,1,1,26,6,3,0,0,0,0,0,9,1,1
2018010092461,2,2,1,2,67,10,2,0,0,0,0,0,9,1,2
2018010092462,1,1,3,2,25,5,3,4,9,0,0,2,0,1,1
2018010092466,1,1,1,2,-1,-1,3,0,0,0,0,0,9,1,4
2018010092467,1,1,1,1,37,7,3,0,0,0,0,0,9,1,3
2018010092467,2,2,1,1,32,6,3,0,0,0,0,0,9,1,7
2018010092470,1,1,3,2,79,11,3,4,3,0,0,2,0,1,2
2018010092475,1,1,3,2,17,4,3,5,3,0,0,2,0,1,2
2018010092478,1,1,2,2,17,4,3,0,0,1,0,0,9,1,4
2018010092478,2,2,2,2,29,6,3,0,0,1,0,0,9,1,10
2018010092479,1,1,3,1,2,1,3,5,3,0,0,2,0,1,7
2018010092480,2,1,1,1,37,7,3,0,0,0,0,0,9,1,8
2018010092480,3,2,1,1,32,6,3,0,0,0,0,0,9,1,5
2018010092483,2,1,1,1,29,6,2,0,0,0,0,0,4,1,8
2018010092484,2,1,1,1,45,7,3,0,0,0,0,0,9,-1,4
2018010092487,2,1,1,1,17,4,3,0,0,0,0,0,3,-1,-1
2018010092491,2,1,1,2,58,9,3,0,0,0,0,0,9,1,8
2018010092495,1,1,3,2,72,10,2,5,1,0,0,2,0,1,3
2018010092500,1,1,1,2,25,5,3,0,0,0,0,0,9,1,9
2018010092502,1,1,2,2,71,10,2,0,0,2,0,0,9,1,8
2018010092503,1,1,3,2,16,4,3,10,9,0,0,2,0,1,3
2018010092504,1,1,1,2,39,7,3,0,0,0,0,0,9,1,6
2018010092511,1,1,3,2,61,9,3,9,8,0,0,2,0,1,3
2018010092515,1,1,1,1,50,8,3,0,0,0,0,0,9,1,4
2018010092515,1,2,2,1,-1,-1,3,0,0,1,0,0,9,1,4
2018010092515,1,3,2,2,-1,-1,3,0,0,2,0,0,9,1,4
2018010092520,1,1,1,1,21,5,3,0,0,0,0,0,9,1,2
2018010092520,1,2,2,2,29,6,3,0,0,1,0,0,9,1,3
2018010092521,1,1,1,2,32,6,3,0,0,0,0,0,9,1,5
2018010092523,1,1,1,2,30,6,3,0,0,0,0,0,9,1,3
2018010092526,1,1,1,1,34,6,3,0,0,0,0,0,9,1,7
2018010092529,1,1,3,1,36,7,3,5,1,0,0,2,0,-1,-1
2018010092530,2,1,1,1,15,3,2,0,0,0,0,0,1,1,5
2018010092535,1,1,2,2,33,6,2,0,0,1,0,0,9,1,6
2018010092539,2,1,1,2,32,6,3,0,0,0,0,0,3,1,10
2018010092542,1,1,1,1,31,6,3,0,0,0,0,0,3,1,2
2018010092544,1,1,3,1,48,8,3,5,1,0,0,2,0,1,5
2018010092547,1,1,1,2,26,6,3,0,0,0,0,0,9,1,3
2018010092551,1,1,2,2,76,11,3,0,0,0,2,0,11,-1,-1
2018010092557,1,1,1,1,44,7,2,0,0,0,0,0,8,1,7
2018010092558,2,1,2,2,73,10,3,0,0,1,0,0,9,1,6
2018010092559,1,1,1,1,61,9,3,0,0,0,0,0,19,1,8
2018010092560,1,1,1,2,29,6,3,0,0,0,0,0,9,1,2
2018010092561,1,1,1,1,23,5,3,0,0,0,0,0,9,1,2
2018010092562,1,1,2,2,6,2,3,0,0,2,0,0,9,1,9
2018010092562,1,2,2,2,3,1,3,0,0,2,0,0,9,1,9
2018010092564,1,1,1,1,39,7,3,0,0,0,0,0,3,1,2
2018010092565,1,1,3,1,54,8,3,10,9,0,0,2,0,1,2
2018010092568,1,1,3,2,28,6,3,10,3,0,0,2,0,1,4
2018010092571,2,1,1,1,22,5,3,0,0,0,0,0,3,1,6
2018010092578,1,1,3,1,36,7,2,5,9,0,0,2,0,1,6
2018010092580,1,1,1,1,26,6,3,0,0,0,0,0,9,1,2
2018010092580,2,2,1,1,48,8,3,0,0,0,0,0,9,1,2
2018010092584,2,1,1,2,46,8,3,0,0,0,0,0,1,1,9
2018010092585,1,1,3,2,16,4,3,5,2,0,0,2,0,1,2
2018010092601,2,1,1,1,33,6,3,0,0,0,0,0,9,1,2
2018010092611,1,1,1,1,38,7,3,0,0,0,0,0,9,1,2
2018010092611,1,2,2,1,-1,-1,3,0,0,-1,0,0,9,1,2
2018010092614,1,1,1,1,32,6,3,0,0,0,0,0,1,1,4
2018010092615,2,1,1,1,26,6,3,0,0,0,0,0,3,1,6
2018010092618,2,1,1,1,-1,-1,3,0,0,0,0,0,5,1,7
2018010092621,1,1,1,1,34,6,3,0,0,0,0,0,1,1,5
2018010092623,1,1,1,1,27,6,3,0,0,0,0,0,19,1,4
2018010092625,2,1,1,1,34,6,3,0,0,0,0,0,1,1,8
2018010092626,2,1,1,2,38,7,3,0,0,0,0,0,9,1,2
2018010092628,1,1,3,1,21,5,2,5,2,0,0,2,0,-1,-1
2018010092644,1,1,2,2,39,7,3,0,0,0,4,0,11,1,2
2018010092644,1,2,2,2,53,8,3,0,0,0,3,0,11,1,1
2018010092644,1,3,2,1,49,8,3,0,0,0,4,0,11,1,1
2018010092644,1,4,2,1,40,7,3,0,0,0,3,0,11,-1,5
2018010092648,1,1,1,1,42,7,3,0,0,0,0,0,8,1,5
2018010092648,1,2,2,1,23,5,3,0,0,2,0,0,8,-1,-1
2018010092648,1,3,2,2,21,5,3,0,0,2,0,0,8,1,6
2018010092649,3,1,1,1,54,8,3,0,0,0,0,0,9,1,2
2018010092649,3,2,2,1,19,4,3,0,0,1,0,0,9,1,6
2018010092649,4,3,1,1,40,7,3,0,0,0,0,0,9,1,1
2018010092652,1,1,1,2,30,6,3,0,0,0,0,0,9,1,5
2018010092668,1,1,1,2,40,7,3,0,0,0,0,0,9,1,6
2018010092671,2,1,1,1,-1,-1,3,0,0,0,0,0,2,1,3
2018010092673,1,1,1,2,51,8,3,0,0,0,0,0,9,1,4
2018010092675,1,1,1,1,28,6,3,0,0,0,0,0,9,1,10
2018010092686,1,1,3,1,33,6,3,4,2,0,0,2,0,1,2
2018010092694,2,1,3,1,-1,-1,3,10,9,0,0,2,0,-1,-1
2018010092696,1,1,3,1,49,8,3,1,3,0,0,2,0,1,6
2018010092703,1,1,1,2,42,7,3,0,0,0,0,0,9,-1,-1
2018010092704,2,1,1,1,54,8,3,0,0,0,0,0,19,1,8
2018010092705,1,1,3,1,80,11,3,1,3,0,0,2,0,1,6
2018010092706,1,1,3,2,-1,-1,3,10,1,0,0,2,0,-1,-1
2018010092708,1,1,3,1,52,8,2,1,1,0,0,2,0,1,9
2018010092708,1,2,3,2,50,8,3,1,1,0,0,2,0,1,9
2018010092714,1,1,3,2,60,9,3,10,9,0,0,2,0,1,4
2018010092716,1,1,3,1,10,2,3,5,3,0,0,2,0,1,3
2018010092718,1,1,3,2,30,6,3,1,9,0,0,2,0,1,4
2018010092722,1,1,3,1,64,9,3,5,1,0,0,2,0,1,2
2018010092725,2,1,1,1,35,6,3,0,0,0,0,0,3,1,6
2018010092726,1,1,1,1,60,9,3,0,0,0,0,0,1,1,3
2018010092734,2,1,1,2,35,6,3,0,0,0,0,0,1,1,5
2018010092736,1,1,2,2,47,8,3,0,0,0,1,0,11,1,3
2018010092737,1,1,1,1,57,9,3,0,0,0,0,0,9,1,3
2018010092740,1,1,1,1,27,6,3,0,0,0,0,0,9,1,2
2018010092741,1,1,3,2,28,6,1,1,9,0,0,2,0,-1,-1
2018010092742,1,1,1,1,27,6,3,0,0,0,0,0,9,1,4
2018010092743,2,1,1,2,42,7,3,0,0,0,0,0,9,1,6
2018010092744,1,1,3,1,55,8,2,1,3,0,0,2,0,1,3
2018010092750,1,1,1,1,29,6,2,0,0,0,0,0,3,1,1
2018010092752,2,1,1,1,23,5,3,0,0,0,0,0,1,1,1
2018010092757,1,1,2,2,22,5,2,0,0,2,0,0,8,1,6
2018010092757,1,2,2,2,27,6,3,0,0,2,0,0,8,-1,-1
2018010092757,2,3,1,1,55,8,3,0,0,0,0,0,8,1,5
2018010092758,1,1,1,1,18,4,2,0,0,0,0,0,9,-1,-1
2018010092758,2,2,1,1,34,6,3,0,0,0,0,0,9,1,2
2018010092759,1,1,1,1,36,7,3,0,0,0,0,0,3,1,4
2018010092760,1,1,1,1,57,9,3,0,0,0,0,0,8,1,5
2018010092761,1,1,2,1,29,6,2,0,0,2,0,0,9,1,2
2018010092761,2,2,1,2,52,8,3,0,0,0,0,0,9,1,4
2018010092764,1,1,1,1,33,6,3,0,0,0,0,0,11,1,2
2018010092767,2,1,1,1,40,7,3,0,0,0,0,0,9,1,6
2018010092767,2,2,2,1,35,6,3,0,0,1,0,0,9,1,6
2018010092775,2,1,1,1,31,6,2,0,0,0,0,0,1,1,1
2018010092777,1,1,1,2,29,6,3,0,0,0,0,0,9,1,2
2018010092777,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1,2
2018010092778,2,1,1,1,52,8,3,0,0,0,0,0,1,1,7
2018010092781,1,1,3,2,60,9,3,4,1,0,0,2,0,-1,-1
2018010092784,1,1,1,1,47,8,3,0,0,0,0,0,9,1,10
2018010092784,1,2,2,1,-1,-1,3,0,0,1,0,0,9,1,7
2018010092786,1,1,3,2,21,5,2,1,9,0,0,2,0,1,6
2018010092788,1,1,1,1,30,6,3,0,0,0,0,0,1,1,6
2018010092791,2,1,1,2,33,6,3,0,0,0,0,0,9,1,6
2018010092797,2,1,1,1,48,8,3,0,0,0,0,0,9,1,9
2018010092798,1,1,1,1,56,9,3,0,0,0,0,0,1,1,9
2018010092801,1,1,3,2,82,11,3,6,9,0,0,2,0,1,2
2018010092804,2,1,1,1,37,7,2,0,0,0,0,0,3,1,7
2018010092807,1,1,1,1,54,8,3,0,0,0,0,0,9,1,6
2018010092808,2,1,1,1,35,6,2,0,0,0,0,0,1,1,2
2018010092812,1,1,2,2,59,9,3,0,0,0,3,0,11,1,10
2018010092814,1,1,3,2,51,8,2,10,9,0,0,2,0,1,4
2018010092815,2,1,1,1,29,6,3,0,0,0,0,0,3,1,6
2018010092816,1,1,1,1,30,6,3,0,0,0,0,0,9,1,6
2018010092816,1,2,2,1,4,1,2,0,0,2,0,0,9,1,4
2018010092820,2,1,1,2,42,7,3,0,0,0,0,0,9,1,7
2018010092825,1,1,3,2,55,8,3,1,2,0,0,2,0,1,9
2018010092828,1,1,1,1,61,9,3,0,0,0,0,0,9,1,8
2018010092834,1,1,1,1,58,9,3,0,0,0,0,0,9,1,1
2018010092836,1,1,3,2,80,11,2,5,4,0,0,2,0,1,6
2018010092837,1,1,1,1,18,4,3,0,0,0,0,0,3,1,7
2018010092839,2,1,1,1,43,7,3,0,0,0,0,0,9,1,2
2018010092849,1,1,1,2,39,7,3,0,0,0,0,0,9,1,4
2018010092849,1,2,2,2,1,1,3,0,0,2,0,0,9,1,4
2018010092850,2,1,1,1,49,8,3,0,0,0,0,0,9,1,7
2018010092850,2,2,2,1,49,8,3,0,0,1,0,0,9,1,5
2018010092850,3,3,1,2,41,7,3,0,0,0,0,0,9,1,1
2018010092860,1,1,1,1,26,6,3,0,0,0,0,0,3,1,6
2018010092862,1,1,3,2,18,4,3,1,3,0,0,2,0,-1,-1
2018010092866,1,1,1,2,38,7,3,0,0,0,0,0,9,1,6
2018010092867,1,1,2,2,32,6,3,0,0,0,4,0,11,1,3
2018010092867,1,2,2,2,19,4,3,0,0,0,4,0,11,1,2
2018010092867,1,3,2,2,58,9,3,0,0,0,4,0,11,1,2
2018010092867,1,4,2,1,76,11,3,0,0,0,4,0,11,1,2
2018010092867,1,5,2,1,77,11,3,0,0,0,4,0,11,1,1
2018010092867,1,6,2,2,48,8,3,0,0,0,4,0,11,1,3
2018010092871,1,1,1,1,47,8,3,0,0,0,0,0,9,1,6
2018010092878,1,1,1,1,24,5,3,0,0,0,0,0,3,1,3
2018010092881,1,1,3,1,64,9,3,5,1,0,0,2,0,1,4
2018010092887,1,1,1,1,50,8,3,0,0,0,0,0,3,1,3
2018010092889,1,1,1,1,28,6,3,0,0,0,0,0,3,1,4
2018010092892,1,1,3,1,30,6,3,4,1,0,0,2,0,1,5
2018010092894,2,1,2,2,-1,-1,3,0,0,1,0,0,9,1,2
2018010092895,1,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1
2018010092903,1,1,1,1,47,8,3,0,0,0,0,0,8,3,8
2018010092911,1,1,1,1,33,6,3,0,0,0,0,0,3,1,8
2018010092914,1,1,1,1,31,6,3,0,0,0,0,0,9,1,4
2018010092918,2,1,1,1,29,6,3,0,0,0,0,0,1,1,2
2018010092920,1,1,1,1,25,5,3,0,0,0,0,0,1,1,3
2018010092924,1,1,1,1,26,6,3,0,0,0,0,0,9,1,5
2018010092924,1,2,2,1,19,4,3,0,0,1,0,0,9,1,3
2018010092924,2,3,1,1,57,9,2,0,0,0,0,0,9,1,3
2018010092924,2,4,2,2,65,9,2,0,0,2,0,0,9,1,2
2018010092928,1,1,1,1,23,5,3,0,0,0,0,0,9,1,1
2018010092928,1,2,2,1,-1,-1,3,0,0,-1,0,0,9,1,1
2018010092928,1,3,2,1,-1,-1,3,0,0,-1,0,0,9,1,1
2018010092928,1,4,2,2,-1,-1,3,0,0,-1,0,0,9,1,1
2018010092929,2,1,1,2,22,5,3,0,0,0,0,0,9,1,4
2018010092932,1,1,1,2,78,11,2,0,0,0,0,0,1,1,10
2018010092936,1,1,3,2,23,5,2,1,1,0,0,2,0,1,4
2018010092937,1,1,1,2,37,7,3,0,0,0,0,0,9,1,2
2018010092946,2,1,1,1,31,6,3,0,0,0,0,0,3,1,2
2018010092952,1,1,3,1,27,6,2,1,4,0,0,2,0,1,6
2018010092956,1,1,3,2,13,3,3,1,3,0,0,2,0,1,3
2018010092959,1,1,1,2,32,6,3,0,0,0,0,0,9,1,1
2018010092963,1,1,3,2,22,5,3,1,1,0,0,2,0,1,3
2018010092968,1,1,3,1,40,7,2,1,1,0,0,2,0,1,9
2018010092975,1,1,1,2,34,6,3,0,0,0,0,0,9,1,4
2018010092976,2,1,1,1,32,6,1,0,0,0,0,0,5,-1,-1
2018010092981,2,1,1,1,27,6,3,0,0,0,0,0,2,1,6
2018010092991,1,1,1,1,55,8,3,0,0,0,0,0,9,1,7
2018010092992,1,1,2,2,42,7,3,0,0,1,0,0,9,1,9
2018010092995,1,1,3,1,48,8,3,5,1,0,0,2,0,-1,-1
2018010092997,1,1,1,1,39,7,3,0,0,0,0,0,9,1,1
2018010093002,1,1,3,2,14,3,3,5,9,0,0,2,0,1,6
2018010093002,1,2,3,2,-1,-1,3,5,9,0,0,2,0,1,2
2018010093007,1,1,1,1,39,7,3,0,0,0,0,0,19,3,9
2018010093027,2,1,1,1,21,5,3,0,0,0,0,0,1,-1,-1
2018010093034,1,1,3,2,50,8,3,8,3,0,0,2,0,1,3
2018010093040,1,1,1,2,32,6,3,0,0,0,0,0,9,1,6
2018010093042,1,1,1,2,29,6,3,0,0,0,0,0,9,1,6
2018010093046,1,1,1,1,43,7,3,0,0,0,0,0,9,2,6
2018010093055,1,1,1,1,38,7,3,0,0,0,0,0,9,1,5
2018010093058,1,1,2,2,50,8,3,0,0,0,4,0,11,1,2
2018010093058,2,2,1,1,30,6,3,0,0,0,0,0,19,1,4
2018010093061,2,1,1,1,30,6,3,0,0,0,0,0,1,1,10
2018010093062,1,1,3,2,35,6,2,6,9,0,0,2,0,1,5
2018010093066,2,1,3,1,72,10,2,1,1,0,0,2,0,1,2
2018010093077,1,1,3,2,78,11,3,9,7,0,0,2,0,1,5
2018010093084,1,1,3,2,62,9,2,6,9,0,0,2,0,1,3
2018010093088,1,1,3,1,58,9,3,5,9,0,0,2,0,1,3
2018010093091,1,1,3,2,43,7,2,5,1,0,0,2,0,1,2
2018010093092,1,1,1,1,38,7,3,0,0,0,0,0,19,-1,-1
2018010093095,1,1,2,2,60,9,3,0,0,0,3,0,11,1,4
2018010093096,1,1,3,2,68,10,3,10,9,0,0,2,0,1,2
2018010093105,1,1,1,1,24,5,3,0,0,0,0,0,1,1,7
2018010093112,1,1,1,2,50,8,2,0,0,0,0,0,1,1,2
2018010093114,2,1,1,2,44,7,3,0,0,0,0,0,9,1,7
2018010093118,1,1,1,1,66,10,3,0,0,0,0,0,9,1,3
2018010093119,1,1,3,2,36,7,3,6,9,0,0,2,0,1,2
2018010093122,1,1,1,2,27,6,3,0,0,0,0,0,9,-1,-1
2018010093122,2,2,1,2,50,8,3,0,0,0,0,0,9,1,5
